username;giorno;mese;anno;orario;retweets;favorites;text;operatore;label
marianna8__;2018-03-06;2018-03;2018;11:09;0;0;@ VodafoneIT salve vi ho appena scritto segnalando ancora di un problema piuttosto grave: qualcuno di cui ignoravo persino l’esistenza sta utilizzando il mio numero di cellulare! Continuo a ricevere chiamate! Procederò con la denuncia. Ma da voi nessun aiuto!!;VODAFONE;D
massimogiustizi;2018-03-06;2018-03;2018;08:57;0;0;@ VodafoneIT Possibile che per ben 2 volte non siete riusciti a spedirmi una station funzionante e ad un indirizzo corretto? Mi avete fatto recedere da Infostrada (che problemi non ne ha mai causati) e ora sono senza internet a casa da 2 settimane per colpa della vostra incapacità;VODAFONE;D
CallMeNuwxnda;2018-03-06;2018-03;2018;08:25;0;0;È un po' difficile non incazzarsi quando il servizio che pago tutti i mesi a tempo si cade quando sto faccendo qualcosa di importante. Linea fissa, non ha funzionato per mezz'ora.;VODAFONE;D
DavideAriel;2018-03-06;2018-03;2018;01:48;0;0;@ VodafoneIT internet down a Rho (mi);VODAFONE;D
djtrevo;2018-03-06;2018-03;2018;01:37;0;0;@ VodafoneIT riaccendete l'Internet!!! # Vodafonedown;VODAFONE;D
_pepp8;2018-03-06;2018-03;2018;01:16;0;0;@ VodafoneIT Internet non funziona da un'ora circa ed è accaduto all'improvviso, e sul modem c'è la spia rossa. È risolvibile in poco tempo o c'è qualche grosso problema?;VODAFONE;D
giove550;2018-03-05;2018-03;2018;20:31;0;0;volevo sapere,essendo passato un mese,perche' non mi hanno attivato ancora il numero di portabilita'(la linea e' stata attivata).Grazie;VODAFONE;D
onmayon;2018-03-05;2018-03;2018;20:20;0;0;Attendo va telefonata che non arriva. Il servizio CHIAMAMI fa acqua;VODAFONE;D
Cosimoerrede;2018-03-05;2018-03;2018;18:02;0;0;Ok, avete provato a chiamarmi. 6 chiamate in pochi minuti. Ero al telefono. Riprovate o va bene così secondo voi?pic.twitter.com/nDZheuLtq5;VODAFONE;D
Jajo_4;2018-03-05;2018-03;2018;17:32;0;0;Beh non un bel segnale per i vostri clienti. Tre adegua minuti e giga, Tim lo stesso, voi no...per quanto dovremo continuare a pagare sta storia delle reti migliori in Italia?;VODAFONE;D
iandidiolavore;2018-03-05;2018-03;2018;13:43;0;0;Quindi non è più possibile come prima effettuare upgrade linea con pagamento di tantum, ma bisogna cambiare il piano a family (con chiamate illimitate, di cui non ho bisogno) avendo una maggiorazione sul contratto?;VODAFONE;D
Fabio_Ravera1;2018-03-05;2018-03;2018;13:35;0;0;"Passati alcuni giorni all'attivazione in cui è andato tutto bene ora mi è uscito l'avviso ""nessuna connessione internet e mi chiede di riavviare la mia linea ma non ci sono stati risultati. Sapete dirmi qual è il problema? Grazie!";VODAFONE;D
Cosimoerrede;2018-03-05;2018-03;2018;12:42;0;0;Dicevamo...cosa si intende per QUANTO PRIMA? Ma vi sembra questo il modo di gestire il servizio clienti? Attendo di sapere dal @ CorecomLazio come fare per ricorrere nei confronti dei vostri disservizi;VODAFONE;D
MBR50;2018-03-05;2018-03;2018;11:13;0;0;@ VodafoneIT non riesco a trovare un aggettivo per definire il Vs. totale disservizio.;VODAFONE;D
wipripley;2018-03-05;2018-03;2018;09:57;0;0;@ VodafoneIT ci sono guasti a Roma (zona 00154)? Internet fisso, già sabato e anche ora.;VODAFONE;D
zanolito;2018-03-05;2018-03;2018;08:16;0;0;@ VodafoneIT ciao. Solo per segnalarvi che è da più di una settimana che in metropolitana a Milano, linea verde, dalla fermata di Cadorna in poi, non c’è più segnale 4G. E non passando in automatico al 3G non si riesce a navigare, se non passando manualmente in 3G. Grazie, ciao;VODAFONE;D
kauenatan;2018-03-04;2018-03;2018;22:01;0;0;La gente, trasferisce la linea da qui a breve, non posso rimanere senza il piacere di Internet;VODAFONE;D
fred6001;2018-03-04;2018-03;2018;10:43;0;0;@ VodafoneIT scusatemi ma è da sabato che il servizio di prenotazione cinema di Vodafone Exclusive non funziona, dopo l'inserimento del codice da qualsiasi tipo di browser e con qualsiasi tipo di connessione da errore certificato. Siamo nel weekend ed è la seconda segnalazione!!!;VODAFONE;D
ehiRicardo;2018-03-03;2018-03;2018;21:53;0;0;@ VodafoneIT mi state per far vedere un film sul TELEFONO perché il vostro wifi non va né sul tablet né sul pc. Fate voi;VODAFONE;D
CuocciLuca;2018-03-03;2018-03;2018;20:02;0;0;@ VodafoneIT # Vodafonedown # vodafonestation è da oggi pomeriggio con non va il wi-fi;VODAFONE;D
marianski65;2018-03-03;2018-03;2018;19:16;0;0;Facendomi cambiare il numero della carta di credito per la ricarica automatica che ieri non è andata a buon fine perché la carta è scaduta a Marzo 2018, per telefono oppure on line senza dovermi recare a un vodafone store perdendo un'infinità di tempo...;VODAFONE;D
GianniDj93;2018-03-03;2018-03;2018;18:32;0;0;@ VodafoneIT Salve, com'è possibile che a Bologna spesso si va in EDGE e in facoltà addirittura riesce a NON prendere nessuna tacca di segnale? Grazie.;VODAFONE;D
silParacchini;2018-03-03;2018-03;2018;18:02;0;0;Grazie - Ho scoperto un addebito di 0.49/settimana per fare chiamate gratis alla domenica. Mai richiesto. Esiste un modo per farsi risarcire? vi mando un DM;VODAFONE;D
inblueblood;2018-03-03;2018-03;2018;16:55;0;0;modero i termini? comprendiamo quanto da te indicato? ED ma che cazzo dici? 5 chiamate nello stesso minuto e quello che si deve moderare sono io? annamo bene va;VODAFONE;D
wipripley;2018-03-03;2018-03;2018;13:39;0;0;@ VodafoneIT Manca linea in zona (cap) 00154 Roma.;VODAFONE;D
gigiomora;2018-03-02;2018-03;2018;21:36;0;0;"@ VodafoneIT ci sono problemi in provincia di Milano della linea fissa e internet WiFi?non mi funziona ne wifi ne linea fissa dalle 17;30 circa";VODAFONE;D
Pin0deiPalazzi;2018-03-02;2018-03;2018;18:01;0;0;"@ VodafoneIT . Buonasera. Ho la linea di casa ko da diversi giorni. Sulla cronologia della segnalazione c'é scritto dal 28/02 ""la verifica sulla tua linea si é conclusa. Un nostro operatore ti contatterà per ulteriori informazioni"". Potete darmi una mano?";VODAFONE;D
maxkava;2018-03-02;2018-03;2018;15:51;0;0;"Dalla mia area personale: ""Costo Chiamate: 12,5 cent/min SMS: 19,9 cent Internet: 6€ fino a 5GB, poi 2€ ogni 100MB (quindi NON al giorno). "" che confusione :(pic.twitter.com/PvYSsqDiUd";VODAFONE;D
lenora_16;2018-03-02;2018-03;2018;15:48;0;0;@ VodafoneIT nella mia zona (Cortale, vicino Lamezia Terme CZ) ci sono problemi col 3G da stamattina.;VODAFONE;D
maxkava;2018-03-02;2018-03;2018;15:35;0;1;ciao, purtroppo no, sono una decina di pagine diverse. inizierei dal fondo: quanto costa la navigazione internet con abbonamento facile basic? grazie;VODAFONE;D
gudmen81;2018-03-02;2018-03;2018;15:26;0;1;@ VodafoneIT buongiorno c'e' un modo per chiamare il 42100 dall'estero? Vorrei attivare una Vitamina entro oggi ma sono temporaneamente all'estero fino a domani;VODAFONE;D
ZiaLulu89;2018-03-02;2018-03;2018;14:45;0;0;Linea fissa ad intermittenza, cioè praticamente ho internet ogni 20/30 minuti ( così da 20gg ) e poi semplicemente volevo cambiare offerta ( sempre restando con Voi ) , anche se ultimamente ho dei ripensamenti @ VodafoneIT;VODAFONE;D
Mattisplaying;2018-03-02;2018-03;2018;13:17;0;0;"@ VodafoneIT Vodafone Station revolution mi segnale il messaggio ""Forbidden ...."" non riesco a connettermi, già riavviato più volte. Cosa posso fare?";VODAFONE;D
GuerraAndrea81;2018-03-02;2018-03;2018;13:09;0;0;Si, mi dice che la linea è attiva,ma a me risulta sempre attiva Wind;VODAFONE;D
ValliStark;2018-03-02;2018-03;2018;12:28;0;0;L'intelligenza Vodafone: cerco disperatamente di connettermi all'app per chattare con un operatore perché non va la connessione a casa e l'app mi chiede di accedere da pc. Ma come ho già detto NON VA LA CONNESSIONE.pic.twitter.com/RHbj1jcuhq;VODAFONE;D
Stilltothisday_;2018-03-02;2018-03;2018;08:51;0;0;Ho cercato in internet il numero che mi mostrate sull’app e molti utenti dicono che sia un numero “fantasma” che ti addebita messaggi senza far niente. Potreste bloccarlo? E approfondire anche la questioni in modo da magari ridarmi i miei 0.49€ grazie.;VODAFONE;D
luciodp78;2018-03-02;2018-03;2018;07:23;0;0;@ VodafoneIT. ... Il guasto ancora non è stato riparato.. E siamo a più di una settimana...;VODAFONE;D
G10vannaDG;2018-03-01;2018-03;2018;21:18;0;0;@ VodafoneIT smettete di chiamare in tarda serata clienti di altre compagnie telefoniche. Nessuna considerazione o rispetto per le persone che disturbate né per i vostri impiegati;VODAFONE;D
DGianturco;2018-03-01;2018-03;2018;20:26;0;0;Ho chiamato 190. Errore dell’operatore. In 72ore ripristinano la linea :);VODAFONE;D
federicach1;2018-03-01;2018-03;2018;19:10;0;0;Si rete mobile, ho riavviato il dispositivo 2 volte ma continuo ad avere problemi di rete;VODAFONE;D
federicach1;2018-03-01;2018-03;2018;18:51;0;0;Buonasera avrei bisogno di assistenza sulla mia rete dati lentissima grazie;VODAFONE;D
InfoGip1;2018-03-01;2018-03;2018;18:49;0;0;@ VodafoneIT Mi chiedo come è possibile continuare l'invio di SMS insistendo perchè si ritorni a Vodafone, quando non ci si premura di completare la copertura anche nelle zone dove invece la concorrenza esiste !!!;VODAFONE;D
chiaffeina;2018-03-01;2018-03;2018;16:26;0;0;@ VodafoneIT Buongiorno sono una ex cliente e ho bisogno di contattare con urgenza qualcuno dell’assistenza, che numero devo chiamare?;VODAFONE;D
TetsuoHirashi;2018-03-01;2018-03;2018;16:21;0;0;@ VodafoneIT oggi la linea era incostante: il router continuava a collegarsi e a scollegarsi dalla linea. Dopo un riavvio, il router non da più nessun segno di vita, non si accende nessuna luce. Cosa posso fare?;VODAFONE;D
MGennarelli76;2018-03-01;2018-03;2018;15:39;0;0;@ VodafoneIT Io sto dal 04/02/2018 senza internet, telefono fisso. Sto facendo segnalazioni su segnalazioni, ma tranne qualche call center che mi chiama per dirmi che hanno preso in carico la segnalazione non accade. Mi chiedo e VI CHIEDO....annullo il contratto?;VODAFONE;D
marikalamitica;2018-03-01;2018-03;2018;15:22;0;0;visto che aumenterete dell 8,6% perchè non aumentate anche i giga sms e le chiamate dell 8,6%;VODAFONE;D
cluigi93;2018-03-01;2018-03;2018;14:39;0;0;@ VodafoneIT oggi oltre al problema di connessione da casa non funziona nemmeno la linea da mobile. Complimenti!!! ..e poi vi vantate della linea 4.5g vodafone;VODAFONE;D
salvatoretor1;2018-03-01;2018-03;2018;13:47;0;0;Buongiorno oggi ho concluso con un operatore un contratto dopo aver risposto alle domande di conferma in registrazione mi viene chiesto di concludere digitando#ma non sono riuscito a farlo caduta linea.. Ci sono problemi;VODAFONE;D
Ntonio71;2018-03-01;2018-03;2018;12:32;0;0;@ VodafoneIT mandato dm per linea fissa grazie;VODAFONE;D
swolloso;2018-03-01;2018-03;2018;12:13;0;0;Problema di 3 settimane, ho aspettato 7 giorni per un nuovo modem, rimanendo senza linea e dovendone pagare a mie spese uno nuovo, prima che arrivasse il modem nuovo. Tenete al contratto di 4 settimane, avendo usufruito di sole 3 settimane, pagherò solo 3 settimane.;VODAFONE;D
swolloso;2018-03-01;2018-03;2018;12:12;0;0;@ VodafoneIT Problema di 3 settimane, ho aspettato 7 giorni per un nuovo modem, rimanendo senza linea e dovendone pagare a mie spese uno nuovo, prima che arrivasse il modem nuovo. Tenete al contratto di 4 settimane, avendo usufruito di sole 3 settimane, pagherò solo 3 settimane.;VODAFONE;D
nikymos1974;2018-03-01;2018-03;2018;11:11;0;0;Buongiorno siamo passati a Vodafone.... non potevamo fare cosa peggiore!!!! Sono 10 gg che abbiamo internet e non la linea telefonica... continuano a dirci che stanno cercando di risolvere ma non si vede luce.;VODAFONE;D
eldiablosst;2018-03-01;2018-03;2018;08:44;0;0;si ma deve andare senza app dovrebbe abilitarsi nel telefono come all estero quindi???;VODAFONE;D
giovinho9;2018-03-01;2018-03;2018;08:31;0;0;Problemi col modem!mi avete dato un anno di psn gratis e non riesco ad usare la ps4!;VODAFONE;D
SilviaGranchi77;2018-02-28;2018-02;2018;23:21;0;0;@ VodafoneIT Ma come cazzo vi permettete di chiamare a casa alle 23:20 di notte per sapere se faccio o no l'abbonamento????? Ma siete impazziti????;VODAFONE;D
7SilverSurfer7;2018-02-28;2018-02;2018;22:04;0;0;Ma guasto aperto e come il ponte sullo stretto di messina?;VODAFONE;D
jurassicwhy;2018-02-28;2018-02;2018;18:53;0;0;nel contratto risulterà che la mia linea è attiva dal momento in cui mi arriva il messaggio che è stata attivata o dal momento in cui connetto la Vodafone station? Non vorrei pagare per un servizio che non posso ancora utilizzare;VODAFONE;D
simox94;2018-02-28;2018-02;2018;18:49;0;0;La copertura è presente, ma la rete è molto più debole rispetto 1 anno e mezzo fa;VODAFONE;D
darkvhaz;2018-02-28;2018-02;2018;18:49;0;0;ho un problema col wifi, si toglie ogni volta nonostante io abbia già spento il modem e tolto e rimesso la password;VODAFONE;D
jurassicwhy;2018-02-28;2018-02;2018;18:41;0;0;@ VodafoneIT Ciao, oggi ho ricevuto la visita del tecnico e da circa un’oretta il messaggio che mi avvisa che la linea sarà attiva nelle prossime 24 ore e di collegare la Vodafone station. Il problema è che non ho ancora la Vodafone station. Il codice con il tracking che ho -;VODAFONE;D
simox94;2018-02-28;2018-02;2018;18:34;0;0;@ VodafoneIT Ciao, sono tornato in Vodafone dopo quasi 1 anno e mezzo, come è possibile che prima la copertura era più potente e ora no ? Il 4G prima prendeva a 100MB adesso non arriva nemmeno a 10MB;VODAFONE;D
aerdna__;2018-02-28;2018-02;2018;18:07;0;0;"Mi dice ""Non è possibile attivare il prodotto. Ci scusiamo per il disagio"";;;;""968895376152461312";VODAFONE;D
Maggiovic;2018-02-28;2018-02;2018;16:27;0;0;@ VodafoneIT . Da 3 giorni ho problemi sulla linea (voce e dati) nonostante diverse telefonate all' assistenza. # tw190;VODAFONE;D
aianicorr;2018-02-28;2018-02;2018;13:50;0;0;@ VodafoneIT fix your internet!;VODAFONE;D
cluigi93;2018-02-28;2018-02;2018;11:22;0;0;Ora vedo 3 luci di colore verde e la connessione va bene ma ogni tanto le luci diventano rosse e devo riavviare la station è più di una settimana che mi succede questa cosa e non capisco quale sia il problema;VODAFONE;D
ivanB_cosplayer;2018-02-28;2018-02;2018;10:46;0;0;@ VodafoneIT potrei avere aggiornamenti sulla mia segnalazione num 9308683? Dal 20 febbraio ad oggi non avete risolto ancora il mio problema ed ormai convivo con disconnessioni e linea telefonica che va e viene. La VodafoneStation che lampeggia come un albero di Natale! Che si fa?;VODAFONE;D
adamjcavallari;2018-02-28;2018-02;2018;10:08;0;0;In breve: come # azienda passiamo a @ VodafoneIT ma @ timbusiness (precedente operatore) non sblocca la nostra numerazione fissa. Risultato? 1,5 mese senza servizio + perdita chiamate / clienti + bollette da 2 operatori. @ AGCOMunica @ adiconsum @ consumatori cosa possiamo fare?;VODAFONE;D
pierfrelia;2018-02-28;2018-02;2018;08:34;0;0;Confermo, ho anche controllato col codice di verifica, è tutto sembra a posto. Quando però chiamo il mio numero c’è linea occupata.. Se vi va posso darvi il privato il mio numero così che possiate verificare! :);VODAFONE;D
pierfrelia;2018-02-27;2018-02;2018;22:28;0;0;@ VodafoneIT Ho impostato il trasferimento di chiamata col codice corretto, però se provo a chiamare il mio numero anziché trasferirmi la chiamata sento la linea occupata. Come mai? Grazie!;VODAFONE;D
7SilverSurfer7;2018-02-27;2018-02;2018;20:38;0;0;Il negozio dove ho fatto il contratto alle mie rimostranze miha detto per la vodafone tv di resttituirla,quindi come devo fare? Ma sopratutto come fa a dirmi che la voda tv non funzionera se devono ancora chiudee il guasto!!! Allora mi ha fatto stipulare un contratto non vero!;VODAFONE;D
7SilverSurfer7;2018-02-27;2018-02;2018;20:15;0;0;Non potete chiedere info sul guasto ,se poi non rispondete;VODAFONE;D
Fabio_Ravera1;2018-02-27;2018-02;2018;19:49;0;0;Mi è arrivato un nuovo messaggio che la linea si attiverà entro 24 ore, grazie dell'aiuto, de non dovesse attivarsi vi contatterò!;VODAFONE;D
Giuliano86;2018-02-27;2018-02;2018;19:01;0;0;Ricevo notizie contrastanti. Sul sito https://statorichiesta.vodafone.it  risulta attiva ma la spia internet della Vodafone station lampeggia (di bianco) per ore. Quando provo ad attivare il tutto su vodafone.station mi dice che è impossibile perchè manca la connessione.;VODAFONE;D
luciodp78;2018-02-27;2018-02;2018;18:26;0;0;@ VodafoneIT , ma si possono lasciare persone anziane senza linea telefonica con questo tempo a scorsa settimana? Ma che servizio è? Contattatemi in pvt se possibile..;VODAFONE;D
JoSabryJo;2018-02-27;2018-02;2018;18:02;0;0;È possibile sollecitare la risoluzione? Mi state creando un disagio non indifferente. Grazie.;VODAFONE;D
EmanueleM83;2018-02-27;2018-02;2018;16:05;0;0;Sono già stato in un vostro negozio, lì mi hanno consigliato di chiamare il 190 e fare il rientro telefonicamente. Un vostro operatore mi ha detto che sarei stato chiamato entro stamattina ma non è avvenuto. Sollecitavo per questo, ma se non è fattibile lascio perdere il rientro.;VODAFONE;D
EmanueleM83;2018-02-27;2018-02;2018;15:59;0;0;@ VodafoneIT In realtà sono già andato in un vostro negozio dove mi hanno consigliato di chiamare il 190 per fare il rientro direttamente via telefono. Così ho parlato con un vostro operatore ieri sera il quale mi ha detto che sarei stato contattato entro stamattina. Peccato;VODAFONE;D
Anto_7744;2018-02-27;2018-02;2018;12:24;0;0;@ VodafoneIT visto che siete stati così gentili da staccarmi la linea ogni possibilità di dialogo è chiusa passerò tutte le mie sim ad altro operatore e la mia linea fissa utilizzando l'opzione del recesso visti gli aumenti che opererete bye;VODAFONE;D
FabbriValentino;2018-02-27;2018-02;2018;08:13;0;0;Buongiorno, ho un problema di riduzione a 32Kbs della velocità internet che non mi permette il corretto utilizzo dei GB a mia disposizione con Shake Remix.;VODAFONE;D
alegimelli;2018-02-26;2018-02;2018;19:03;0;0;@ VodafoneIT Viaggerò in Italia a breve. Quali piani offrite ai turisti per le chiamate internazionali e Internet in tutta Europa?;VODAFONE;D
GiulioMerca;2018-02-26;2018-02;2018;17:14;0;0;Già fatto, ma quando mi collego a internet non completa la configurazione ed la luce del telefono risulta ancora rossa;VODAFONE;D
jonathan_lanz;2018-02-26;2018-02;2018;15:07;0;0;@ VodafoneIT Può essere che avete problemi con la rete? Messaggi e Chiamate non arrivano e non si lasciano mandare o fare;VODAFONE;D
almost_blu;2018-02-26;2018-02;2018;13:04;0;0;@ VodafoneIT Buongiorno, via SMS mi segnalano che manca copertura dati in questa area 40.862769, 14.217748 di Napoli. Potete fare un controllo ? Sono più clieti, non uno solo...;VODAFONE;D
sarapln97;2018-02-26;2018-02;2018;12:28;0;0;chiamare il numero di assistenza, perciò mi sono rivolta a voi;VODAFONE;D
sarapln97;2018-02-26;2018-02;2018;12:28;0;0;con le chiamate! Da quando l'hanno resettata, e cioè da sabato, non ho né linea internet né linea normale! Non posso neanche -;VODAFONE;D
sarapln97;2018-02-26;2018-02;2018;11:32;0;0;"@ VodafoneIT salve! Da due giorni non ho linea sul telefono, mi dice ""solo chiamate di emergenza""! Come posso risolvere il problema?";VODAFONE;D
cristinagarbar2;2018-02-26;2018-02;2018;11:26;0;0;@ VodafoneIT Considerato che non mi ha contattato nessuno dal reparto tecnico, dopo la mia segnalazione di 7 gg fa, mi sono arrangiata da sola separando le 2 reti wifi ed assegnando ad ognuna di loro un canale. Da quel momento non ho avuto piu' problemi di disconnessione del wifi;VODAFONE;D
kocciolo;2018-02-26;2018-02;2018;11:06;0;0;@ VodafoneIT Da circa un mese i miei genitori hanno gravi difficoltà ad effettuare o ricevere chiamate di qualità decente mentre non ho nessun problema a parlare con altri che nella stessa casa hanno altri operatori. Potrei ricevere assistenza privatamente? Grazie.;VODAFONE;D
franc_mirizzi;2018-02-26;2018-02;2018;11:04;0;0;@ VodafoneIT non è risolto nulla. Internet è ancora sui 30 mega, quando dovrebbe essere 100pic.twitter.com/AuO5GTvJEz;VODAFONE;D
pooooliiin;2018-02-26;2018-02;2018;10:18;0;1;@ VodafoneIT VI SPACCO L’INTERNET SE NON MI FATE LA RICARICApic.twitter.com/SZJnjm7vJZ;VODAFONE;D
GiovanniMandell;2018-02-26;2018-02;2018;09:00;0;1;@ VodafoneIT Che non va connessione dati. O se va sembra il mesozoico.;VODAFONE;D
silvergold84;2018-02-25;2018-02;2018;20:10;0;1;Quando è che arrivate l’opzione per avere la connessione senza iPhone su Apple Watch serie 3 lte? Sarebbe ora. Nel resto del mondo funziona già;VODAFONE;D
Massimo62506801;2018-02-25;2018-02;2018;18:23;0;0;chiamatemi che ne parliamo al Cell. 3936523149;VODAFONE;D
AleVarsa10;2018-02-25;2018-02;2018;15:35;0;0;@ VodafoneIT Vorrei effettuare l'upgrade da 20Mb a 100Mb per la mia linea fissa, posso avere info in merito?;VODAFONE;D
lorenzogrv;2018-02-25;2018-02;2018;14:45;0;0;@ VodafoneIT Ero cliente Vodafone e nonsotante portabilità in uscita ricevo continuamente chiamate e sms commerciali non desiderati. Desidero revocare trattamento dati a Vodafone.;VODAFONE;D
grazieagrazia;2018-02-25;2018-02;2018;07:05;0;0;@ VodafoneIT ci sono problemi con la vostra linea ripetutamente in un intero paese # roccamonfina CE. Cercate di risolvere!!;VODAFONE;D
7SilverSurfer7;2018-02-24;2018-02;2018;16:17;0;1;Concordo con cattivissimo,sono due settimane che lavorano sulla linea,ma la stanno facendo ex novo?;VODAFONE;D
lessandroTorri;2018-02-24;2018-02;2018;12:39;0;0;@ VodafoneIT Senza linea da giorni! Segnalazione inviata da 2 giorni e ancora nulla. Si può fare qualcosa?;VODAFONE;D
Deburatz;2018-02-24;2018-02;2018;10:33;0;0;@ VodafoneIT ho chiesto di essere contattata per risolvere un problema su una scheda dati di una persona sordomuta e 80 enne e mi rispondete che deve telefonare al servizio clienti o creare un suo profilo twitter. Attendo soluzioni praticabili. # sordomuti, # disonestà;VODAFONE;D
wungenz;2018-02-23;2018-02;2018;22:03;0;4;Anche la mia pazienza con la linea di casa...;VODAFONE;D
alaishhhhh;2018-02-23;2018-02;2018;22:01;0;0;@ VodafoneIT ricevo chiamate molto strane sul mio cell, di persone che vedono il mio num collegato a Wi-Fi a km di distanza... è possibile che mi abbiano clonato la sim? O è solo uno scherzo stupido??;VODAFONE;D
Praetorianus;2018-02-23;2018-02;2018;21:19;0;0;"Il VoLTE sembra funzionare, ma non compare la voce ""Chiamate VoLTE"" nel menu Impostazioni - Rete Mobile del mio telefono, e che invece c'era prima del passagio a Vodafone. Magari in DM posso passarvi il mio numero di telefono, per controllare?";VODAFONE;D
davidebulgari;2018-02-23;2018-02;2018;19:08;0;0;@ VodafoneIT Buonasera. In un vostro negozio ho chiesto se potevo cambiare piano mobile, pago 25 euro per avere 2/3 giga al mese e inoltre la mia linea di casa è vicino al pessimo. La risposta è stata: non possiamo. Ora l'unica cosa che si può fare è cambiare operatore o sbaglio?;VODAFONE;D
mat82904428;2018-02-23;2018-02;2018;18:09;0;0;@ VodafoneIT Salve, sto valutando il passaggio a Vodafone per la linea di casa, ma la procedura online non mi consente di andare avanti causa codice migrazione errato. Potete aiutare?;VODAFONE;D
DavideSoap;2018-02-23;2018-02;2018;17:54;0;0;@ VodafoneIT Salve vorrei assistenza sullo stato d'attivazione di una linea vodafone rete fissa.;VODAFONE;D
LucaMyfigure87;2018-02-23;2018-02;2018;15:16;0;0;"Per ""la data di efficacia del recesso"" si intende quindi la cessazione vera e propria? Perché dopo circa 20 giorni dall'SMS ricevuto la linea era ancora attiva. Può farmi sapere se la linea è stata cessata? Perché non ho più possibilità di controllare e so entro 30 giorni.";VODAFONE;D
Philip_Guarino;2018-02-23;2018-02;2018;14:57;0;0;Ho un addebito di €6 di internet per una connessione dalla Francia... molto strano;VODAFONE;D
LucaMyfigure87;2018-02-23;2018-02;2018;14:08;0;0;@ VodafoneIT Buongiorno, i 30 giorni per restituire la vodafone station partono dall'arrivo dell'SMS in cui viene confermata la disattivazione della linea oppure da quando la linea viene cessata? Visto che per oltre 20 giorni dall'SMS la mia linea vodafone era ancora attiva.;VODAFONE;D
TheKingQuinto;2018-02-23;2018-02;2018;13:36;0;0;Ho provato già però mi dice che ho naturalmente una linea vodafone, volevo vedere nuove tariffe per valutare un qualche risparmio.;VODAFONE;D
TheKingQuinto;2018-02-23;2018-02;2018;12:23;0;0;@ VodafoneIT buongiorno volevo sapere se ci sono nuove offerte per internet con la linea fissa a casa.;VODAFONE;D
p32_antosimo91;2018-02-23;2018-02;2018;12:04;0;0;@ VodafoneIT da stamattina non c'è ricezione con la rete mobile, provincia di Bologna, c'è qualche guasto?;VODAFONE;D
LoredanaTralli;2018-02-23;2018-02;2018;11:08;0;0;@ VodafoneIT è una settimana che sono senza rete fissa a casa a # Milano. L'assistenza tecnica non può lavorare così tanto per un servizio che vi fate pagare caro. # vodafonedown;VODAFONE;D
samuchiereghin;2018-02-23;2018-02;2018;10:54;0;0;@ VodafoneIT salve è da stamane che sono senza connessione a Chioggia in provincia di Venezia...avete delle tempistiche di risoluzione? Parliamo di rete fissa grazie;VODAFONE;D
iRagonHD;2018-02-23;2018-02;2018;10:53;0;0;@ VodafoneIT Buongiorno, volevo delucidazione riguardanti la compatibilità di un dispositivo powerline con la vodafone station, in quanto un mio amico con vodafone se connette questo dispositivo, la rete manifesta continue disconnessioni ad ogni accesso su internet,mentre senza no;VODAFONE;D
ValeriaGarbin90;2018-02-23;2018-02;2018;09:21;0;0;@ VodafoneIT Come faccio a togliere tutti gli addebiti che voi mi avete preso i soldi dal mio cellulare? E voglio cambiare il costo tariffario della SIM in quella più economica. Devo risparmiare se devo chiamare;VODAFONE;D
ValeriaGarbin90;2018-02-22;2018-02;2018;19:12;0;0;Ho problemi di connessione. Voglio solo sapere quanti soldi ho ancora sul cellulare, perché con l'app non riesco a vedere. Il costo della SIM si intende con i costi che si prende 45 cent alla settimana. Un po' troppo. Io voglio che i soldi sul telefono non si tocca per sempre;VODAFONE;D
isoladelba77;2018-02-22;2018-02;2018;19:04;0;0;E 15 giorni che non ho più la linea Internet l'unica risposta ricevuta e che devo attendere!?;VODAFONE;D
Fra_Gis;2018-02-22;2018-02;2018;17:50;0;0;@ VodafoneIT Internet a casa è lentissimo, sono costretta a usare i dati cellulare. Il 190 fa aggiornamenti alla V Station senza risolvere.... Soluzioni?;VODAFONE;D
TobiasMayr;2018-02-22;2018-02;2018;16:55;0;0;@ VodafoneIT avrei una domanda tecnica su una linea telefonica, potreste seguirmi cosi vi mando un messaggio diretto? grazie!;VODAFONE;D
GilbertGosseyn3;2018-02-22;2018-02;2018;16:38;0;0;@ VodafoneIT Salve, è possibile bloccare un numero dal chiamare la mia sim?;VODAFONE;D
ThirdwayInd;2018-02-22;2018-02;2018;14:32;0;0;@ VodafoneIT buongiorno, ci sono dei problemi sulla rete internet 4G su Milano? Il mio telefono non si connette.;VODAFONE;D
l_niccolo;2018-02-22;2018-02;2018;13:52;0;0;Buongiorno, è da parecchi giorni che la connessione internet cade, ho provato a restare tutto ma non si risolve niente;VODAFONE;D
graziamedia;2018-02-22;2018-02;2018;11:32;0;0;Non solo è una vergogna un disservizio così prolungato continuando a trattenervi la mensilità sul cc, ma è una vergogna che divagate e non mi avete ancora dato risposta in merito a un rimborso @ VodafoneITpic.twitter.com/EVd12cfP67;VODAFONE;D
dellas8427;2018-02-21;2018-02;2018;21:35;0;0;@ VodafoneIT Ho fatto la portabilità da 3 lunedì. Questa mattina la sim 3 ha smesso di funzionare, ma quella vodafone non funziona. Sim non installata. È assurdo sono isolato da 24 ore;VODAFONE;D
domlom;2018-02-21;2018-02;2018;21:30;0;0;No, è la linea fissa che va e viene # vodafonedown;VODAFONE;D
