CONTENT;
Delighted to see this from my local @norwich_market. We need more sustainable ways of shopping - less waste ??, lower emissions??, more conversation??. It's a pleasure to see local markets thriving here in the East, and I will continue to support them. https://t.co/RDPQZ7ftFi;
The best solutions to #ClimateChange are relatively simple, and involve remembering old technologies. My favourite kind.   Winch and hoist systems could be installed in mine shafts to store #renewables energy at half the cost of lithium-ion batteries. https://t.co/WKqpIcQfNa;
Deeply concerning!  #Climatechange is drying peatlands which means they could release rather than absorb carbon.  We need to preserve these boggy wetlands which are natural carbon sinks!  In Europe alone, they lock up about 5 times more carbon than forests https://t.co/o7r8DESw1T;
"While 'green' number plates dominate we have learned in 24 hours:  ? Govt has rejected including aviation &amp; shipping emissions under Climate Change Act  ? £1bn meant for Green energy is earmarked for fracking  ? Britain now G7's biggest net importer of CO2 emissions per capita https://t.co/JUPVipFvH7";
The Brexit Party didn't like my speech on Thomas Cook in the European Parliament one bit. No surprises there: I highlighted the threats that Brexit and climate breakdown pose to jobs, and also the EU's role in helping the transition to a more secure, low-carbon future.???? https://t.co/r2hQAUG3pZ;
'@catherinerowett Catherine, public policy £s should go on public transport and walking and cycling. EVs cause PM2.5 pollution to which there is no safe exposure and still cause road danger and congestion. And that’s before we look at supplies of lithium and source of power. Nothing green in EVs.';
"""When those children ask you what you did when there was a chance to act, what will you say?""  Watch my speech to the European Parliament plenary today on our devastating climate emergency??  #ClimateChange #Fridays4Future #Strike4Climate https://t.co/H1KZPQ9OxF";
In @Europarl_EN ‘For the air that  we breathe, we need to listen to our young people, we cannot wait any longer - we need to deliver on an EU-wide climate emergency now!’ With @Miriamdalli @JytteGuteland @kvanbrempt https://t.co/cirTE4QbHq;
"The first and last step to reducing YOUR monstrous emissions, BP, would be to do the decent thing and CLOSE YOURSELVES DOWN. Meanwhile, how dare you seek to lecture me &amp; make me feel guilty - when your emissions are about 500000000 times bigger than mine... (Please RT to agree!) https://t.co/f7NJUwNGuB";
I am very happy to see this from my home town of Norwich. However, as a lot of people have pointed out, plans for new roads and airport expansion are still going ahead. The climate crisis demands real emergency action, including a sustainable transport revolution. ?? @EDP24;
A sad day for the world and shameful day for the US government!  @realDonaldTrump confirms that the USA will leave the Paris Climate Accord...??  https://t.co/lSNx0H279m;
Trump's decision to pull out of the Paris Climate Accord is not the end...  Firstly it's only likely to happen the day after the 2020 US elections.  Secondly several US cities are seeking to bypass the president and honour the #ClimateChange commitments.   https://t.co/FoEfxoCqz0;
What an utter waste of our money! During this time teachers and parents have asked to reverse #schoolcuts and climate campaigners to combat the #ClimateEmergency . Told no cash available. But Johnson can find it for completely pointless propaganda! https://t.co/q8c1Y7RGfk;
Here's my views on what the new @IEA report on offshore wind means for our region. We need political will to implement the potential of wind fast, to address the climate emergency. And we must ensure a just transition, with a focus on localised energy.   https://t.co/lxfLUhKlcX;
'@keithfrankish @cplrc They are the raving loonies. But there are other neoliberals who would do nothing to address the problem of inequality, economic idiocy, and runaway climate. Too many trying to pretend we can modify the status quo.';
In case you want to hear the whole debate and the ridiculous claims of the far right groups, here’s the link to whole debate: https://t.co/BKPKAfWr1p;
The Times today (page 40) says we need to install 2,300 EV chargers per day until 2050 to meet climate targets @thetimes  This is ridiculous+ will cost billions.  Far better to x20  kms cycled and x20 bus use @WeAreCyclingUK @BusUsersUK @SaveOurBuses_UK;
How can a Council that has declared a climate emergency pass planning permission to destroy rewilded woodland like this by the river walk in Witham? Vandalism at Gimsons. @BraintreeTownCL;
How can a Council that has declared a climate emergency pass planning permission to destroy rewilded woodland like this by the river walk in Witham? Vandalism at Gimsons. @BraintreeTownCL https://t.co/EHPyauXcBH;
"Has any council done anything remotely appropriate in their decisions since ""declaring an emergency""? Did they think the emergency would go away if they admitted it was there? Or that those who care about it would stop growing more numerous and more belligerent?";
I am still thinking now about the wonderful countryside that I visited last week, and what is being lost. Thank you to Greens like @JamesAbbott2013 and @JennySandum who are standing up to protect our wildlife.;
Great to see @catherinerowett highlighting the issue of loss of #biodiversity and #bioabundance.  Dreadfully sad that she has to https://t.co/BUpHqPMxFe;
Climate change is real and is happening now!  The #californiawildfires and other extreme weather across the globe are sadly only set to get worse and more frequent unless we take urgent action to solve the #ClimateEmergency.  https://t.co/eNnmVdIuS3;
7,600 new private jets are set to take to the sky over the next decade.  This is obscene, given that we're in the midst of a #ClimateEmergency !  Those with the biggest bank balances should do the most to solve rather than exacerbate the climate crisis! https://t.co/ruQbSb8ap5;
Note: it is both Brexit and climate breakdown that is hitting farmers in our region, as prolonged wet weather is affecting next year's crop too. That's why the Green message of remaining in Europe to prioritise the climate emergency is so important now. https://t.co/RWYGjN3vzz;
'@Bcap54 @GreenMEPs @alexforeurope @MollyMEP @GinaDowdingMEP @ScottMEPLondon @MagicMagid @EllieChownsMEP @GreensEFA 1/2 Yes, but it was an amendment in the resolution on COP 25 (the UN Climate change conference), not the resolution to declare a climate emergency (which was a short and simple resolution with only about 18 amendments).';
Good to see #Norfolk young climate strikers in #Norwich standing up against the Wensum Link road  It will take a safe climate, wildlife and ecology, and money -huge debt burden-  from their futures  ?? https://t.co/hc8bhigNB7 https://t.co/4AMZds702L;
"Withering (and accurate) criticism of #BorisJohnson from @CarolineLucas ...  ""He thinks he has ticked the climate box because Parliament has declared a climate emergency. But this doesn’t bring down emissions. Action does, and there is very little of it.""  https://t.co/ctSJ1tbGON";
Appalling!  #Putin is championing the expansion of #fossilfuel projects in the Siberian wilderness to export to the growing markets in Asia.  We are living in a climate and ecological emergency. We desperately need a new approach from all nations!  https://t.co/gvNwxBE9wg;
'@a2w9b @Channel4 It's alright. I was at a climate hustings last night and there was a Tory there and the vacuous nature of the tory policy was abundantly explained. I have also consulted the ranking offered by @GreenpeaceUK https://t.co/Awzpgd35VV. I am well informed thanks.';
#GlobalClimateStrike at #Norwich City Hall with the inspirational young climate strikers of Norwich. https://t.co/58jWoHukY2;
#UCUstrike @UEA_UCU;
Brave people on the UCU picket line again and standing in solidarity with the climate strikers. #GlobalClimateStrike https://t.co/CiDAJffwtI;
'@TheGreenParty Thank you @catherinerowett for fantastic contribution to the Hertsmere Climate Hustings tonight. Inspiring.';
'@a2w9b @Channel4 We heard loud and clear from the ice cube everything there is to know about Conservative climate policy. Its responses to the questions spoke no lies.';
Missing the climate debate isn't just a clear show contempt for the next generation, it's a clear sign that Boris Johnson is unfit for office. This is the greatest crisis we face. Chickening out of these debates is a disgrace. #ClimateDebate;
While @SianBerry was winning the argument on the need for climate action on the @Channel4News climate debate, I was making the same point on @bbcquestiontime   When the future of the planet is at stake, we have to find the money to stop the #ClimateEmergency https://t.co/LFYzBTgJ2C;
I've taken @friends_earth's #ClimateActionPledge. If elected I'll put the climate first when I vote in parliament. We're in a #ClimateEmergency and must rapidly cut greenhouse gas emissions for a greener and fairer society. #ClimateElection https://t.co/etitq8EZyc;
Greenpeace compare and rank the party manifestos based on their Climate Change and Nature commitments. Useful reading ahead of the #ClimateDebate  #VoteGreen2019 and #DemandClimateAction https://t.co/lSaHSdhIPW;
Tonight I am on my way to this, to represent the Greens. Climate emergency hustings - Borehamwood https://t.co/8seI9jWwYf;
'@catherinerowett @Channel4 When the @Conservatives are represented by an empty chair (or even better a slowly melting effigy of Johnson) in tonight's Climate Debate, that will say almost everything we need to know about our PM and the people who elected him. It'll also save a lot of time.';
Good on @Channel4 for hosting the first ever leaders' debate solely focused on the climate crisis.  Shame on #BorisJohnson and the Conservatives for refusing to attend!  #BorisTheCoward  https://t.co/O2bcnQ3Z0C;
Delighted that the @Europarl_EN declared a #ClimateEmergency    But simply declaring a climate emergency is not enough. Sadly too often politicians talk about tackling #ClimateChange but act in the opposite way.  We need genuine action now!  https://t.co/8g3CyQRGGw;
#GreenFriday is part of the solution. #BlackFriday is part of the problem. Join us at the global strike for climate tomorrow, and make it a #BuyNothingDay. https://t.co/V8oZ4TBOMH;
I WANT EVERY SINGLE CLIMATE STRIKER TO KNOW:  Without you the strong position regarding the climate emergency that the EP took today would not have been possible.  Thank you ???????????  #ClimateChange;
History in the making ?? #EPlenary followed our lead and declared a #ClimateEmergency!  Now it's time for concrete actions and political leadership. We want the EU to reduce greenhouse gas emissions by 65% by 2030 and commit to carbon neutrality by 2040 to meet #ParisAgreement! https://t.co/lhilpj6a4e;
The importance of taking radical action to avert the #ClimateEmergency can no longer be ignored.  There’s growing evidence that irreversible #climatechange could be triggered within a few decades.  #ClimateElection #ClimateDebate   https://t.co/Eceg0pp09w;
'@catherinerowett Contains this stark reminder:  “Humanity will not come to an end if we double debt to GDP ratios, but it could come to an end if we fail to combat climate change.”';
"We can't give #VdlCommission a blank cheque nor a red card! ""We cannot support new Commission but we're willing to work together in order to strengthen EU democracy &amp; human rights, to tackle the climate crisis and foster European integration""@SkaKeller  ??https://t.co/xa7vypUVnc https://t.co/KpNIx2tkIA";
"One year after we first asked @NorwichCC for #ParisAgreement compliance &amp;  #ClimateEmergency declaration, @NorfolkCC pledges net zero 2030!  Norwich is still 2050. We need better please!  And BOTH councils need to review their road build &amp; airport expansion plans to be credible. https://t.co/5yOrhsZAeg";
We are failing future generations if we don't take #ClimateChange seriously.  Countries like the UK will have to increase their carbon-cutting ambitions five fold if the world is to avoid dangerous warming. #ClimateElection   https://t.co/vxO4bQLwAz;
#UPDATE The world will miss its chance to avert climate disaster without an immediate and all-but-impossible fall in fossil fuel emissions, the UN says in its annual assessment on greenhouse gases https://t.co/TWPHtYdlYG https://t.co/mQLM5df0QM;
One year on ...  @NorwichCC is @uklabour council and they still won't declare climate emergency and still have net-zero 2050  #VoteGreen2019  ?? https://t.co/yjQlTMXSAJ;
"""It's going to be historic if the EU Parliament declares #climateemergency. But we need to follow it up! The people on the streets aren't asking us for declarations, they're asking us for #climateaction!"" our MEP @BasEickhout explains why the EU cannot go to #COP25 empty-handed https://t.co/q8dSxPdPNp";
'The comment that “BP and Shell need to be stopped in their tracks” earned the biggest cheer of the first round.'  Coverage in @CambridgeIndy of our second hustings on the climate and ecological crisis for the Cambridge constituency candidates ??  https://t.co/xUcPVWZYth;
Our analysis of the list provided by @openDemocracy shows a significant handful of the Tory party’s elite donors have ties to climate science denial or made their money through particularly polluting dealings in some of the world’s most unstable regions.  https://t.co/xyr1Rh3hl1;
The run-up to #GE2019 is our chance to secure climate commitments from as many candidates as possible.  Please ask your election candidates to make a Climate Action Pledge – and make the climate crisis a deal-breaker every time they vote in Parliament: https://t.co/mfwIJMDtzY https://t.co/bHXwaJGXHs;
So 'climate emergency' is the Oxford Dictionaries' word of the 2019. Let's make 2020's 'climate action' ? https://t.co/QdlMtg0yU6;
"Diets must change to fight #ClimateChange  We must eat less #meat overall BUT shift to more meat from grazing animals that support #wildlife &amp; return carbon to soil like in #organic. We must phase out intensive grain-fed ???? linked to rainforest clearance https://t.co/DyJueSRuu2";
"“Germany suggests that, if you stick with renewables &amp; phase out nuclear, renewables growth outstrips the drop in nuclear nearly twofold, &amp; you reduce emissions by 2% annually in the power sector” @SayNo2SizewellC @beisgovuk @theCCCuk @lorddeben  @catherinerowett @MollyMEP https://t.co/zhNXQOWlu8";
Yet more disturbing climate news!  Atmospheric concentrations of carbon dioxide and other greenhouse gases reached new highs in 2018.  The urgency of the #ClimateEmergency cannot be overstated!  #ClimateElection   https://t.co/k5fybMEF9s;
Deeply troubling!  Coal is an outdated, dirty source of energy and yet China is now in the process of building or reviving coal power plants equivalent to the EU's entire generating capacity.  This exacerbates the climate emergency we're all facing.  https://t.co/cuxYGGsp3l;
The scale of the #biodiversity crisis we are facing is only now becoming apparent and it is truly scary!  A new study has found that a third of tropical African plants are on the path to extinction...  https://t.co/YdDu9kN5kW;
Light pollution is a significant but overlooked driver of the rapid decline of insect populations a new study has found.??  The solutions fortunately seem to be very straightforward: switch off unnecessary lights and use proper shades...   https://t.co/WVq2dQoQhL;
BREAKING: @Channel4news has confirmed a debate dedicated to the climate.  We’re ready to prove to the nation that we have the most ambitious plan to tackle the climate emergency while winning social justice.  Will Boris Johnson have the guts to take on the Greens?  #GE2019 https://t.co/YsR8KD6kvG;
As we enter an ever more dangerous future, with ever more pressing crises caused by #climatechange and the concentration of wealth in the hands of fewer and fewer people, we need urgently to develop a society that can articulate and defend its scruples.  #WorldPhilosophyDay https://t.co/l7FET0Zahd;
If this is true, this is a really disappointing row back on several key policies, especially freedom of movement and climate change commitment.  Freedom of movement is to be celebrated and upheld!  https://t.co/173qAFjdHg;
'@twose_brian @TheGreenParty We believe this will lead to a renewed focus on the EU’s potential to deliver effective solutions to poverty, inequality and climate chaos – and help secure a long-term, positive future for the UK in the EU.';
Interesting to see that companies like Primark are starting to talk about #ClimateChange.  Important to remember though that the fast fashion industry contributes 1.2 billion tons of CO2 being released into the atmosphere per year.  https://t.co/rINigjZFXS;
? Important stuff here from @billmckibben. There's little point planning for the next 20 years if we don't frontload emissions reductions over the next 2 years. That's key to the @TheGreenParty manifesto. https://t.co/TR1uj8XwYy;
There is no climate emergency. And Boris Johnson is an honest man.   But really, @Conservatives, what are you playing at?!;
BREAKING: @wemoveEU and young people have begun a #VoteForMyFuture die-in in @europarl because MEPs risk locking in another 5 years of climate inaction if they vote the designated Commission. We're demanding a #RealGreenDeal @IratxeGarper @RCorbettMEP @mmargmarques @JytteGuteland https://t.co/Kwf89Jdpas;
Great shame that #Tories EmptyChaired themselves at #ClimateElection hustings #Broadland  Couldn't be bothered  Other parties had a positive debate  Now Johnson runs scared of debating #climate  He must debate #ClimateEmergency with @TheGreenParty @theSNP @LibDems @UKLabour  ?? https://t.co/3Picn0sGda https://t.co/oCST31J4AJ;
This is the #ClimateElection.  We're calling on Boris Johnson to take part in the world's first televised election debate on the climate, so his Green credentials can be scrutinised.   If not now when? #GE2019  https://t.co/xFf20tTN7q;
Pledge 5: Sustainable Economy??  We cannot afford to overshoot the limits of our planet. We would set binding targets on biodiversity, soil health and water quality and create a powerful new body to enforce these protections. The alternative is the #SixthMassExtinction. #GE2019;
"Pledge 2: People's Vote????   @TheGreenParty are the party of Remain &amp; Transform, recognising the EU's great potential in helping tackle the climate crisis and improve the lives of workers, low-income families, and refugees. #GE2019";
Pledge 1: Climate Justice??   @TheGreenParty will demand a Green New Deal that will decarbonise energy, housing, and transport, while providing millions of jobs. We would be carbon neutral by 2030, and we would start now. #GE2019;
THREAD: @TheGreenParty have proposed 10 bills for the first 2 years of the new Parliament.   This ?? is how we will deliver climate justice??, a people's vote ????, and a transformation of our democracy ?????.   #GE2019  https://t.co/tKsFu3P01v;
If not now, when? This morning @TheGreenParty is launching the ONLY manifesto that commits to real action on the climate emergency.   Green MPs will deliver a revolution in: ?? Green housing ?? Green transport ????? Green jobs  This is the #ClimateElection.   https://t.co/disbLEUPTE;
"Today Greens are launching our manifesto pledging net zero carbon by 2030   The #ClimateEmergency demands nothing less  Our #GreenNewDeal will address both the #climate crisis &amp; crisis of social justice   Don’t settle for less!   #VoteGreen2019 #GE2019  https://t.co/lYsOFZJikM";
"""If the climate were a bank we would have bailed it out by now."" Green Party Co-Leader @jon_bartley tells #BBCBreakfast how they'd pay for their pledge to reach net zero carbon emissions in the UK by 2030. https://t.co/lfm3qaU2AE";
Here's the text, and the fears of the unions are explicit in it. The priority on jobs over climate targets also there. If we get the climate thing wrong there'll be no jobs and no homes. Prioritising fair distribution of wealth and leisure, next after climate, would solve this. https://t.co/X9c9Mql3ty;
'@Cerridwen59 @Spartacus4NOW @TheGreenParty @LibDems That's good to hear! Thanks for the correction. I hope a path towards net zero means a path that is designed to get there by 2030, and that net zero means without buying carbon credits or forgetting embodied emissions.';
Sadly, Labour is stuck with the Unions. The Unions are stuck with a traditional outlook, focused on defending the status quo. It's not their task to oversee a transition to a new way of thinking and a new vision of work and industry. So how could a Labour government deliver it?;
"Nothing to see here. Just major investment fund bosses echoing longstanding @TheGreenParty policy that obsession with GDP growth is destroying our planet.   Time for a new economic system to put wellbeing, nature &amp; climate above growth #VoteGreen2019 https://t.co/xCXqKv2fuW";
"Sadly sounds like Labour backing away from 2030 target for zero carbon emissions    Barry Gardiner on #r4today says aim is ""net zero well before 2050""   That’s simply not ambitious enough. Only @TheGreenParty has right targets &amp; right policies to reach them #ClimateElection";
'@twose_brian Yes, it seems @june_mummery needs to get up to speed on climate issues: it's not a separate area of expertise from her own! Also she must realise that combatting the threat to fish stocks requires us to have a voice in the EU! I reckon the Green Party would suit her better.';
"Nick Ferrari of LBC invited me on to talk about climate. I said NO. I’ve been on his show before; the last time, he acted like an out-of-control bully. Enough of such pointless shock-jockery. I’d rather speak on outlets that allow rational discussion. [And I do.]";
"A new resolution is being introduced in New York City Council to divest from industries profiting from deforestation and the climate crisis.  ""The role of all elected officials, is to protect the people — not the industries that harm them.""  https://t.co/0eyDdzQup4";
Pushkin recommends you #VoteGreen2019 in Norwich South. He thinks Strasbourg is too far away from Norwich,and that climate change is no fun if it means all this constant rain. https://t.co/RHAYLk9noq;
#WantGreenVoteGreen Scientists and climate advisers condemn Tory environmental record https://t.co/uKCndQ6QKL;
'@Timewalkproject @PeterG4NES2019 Quite. The environmental and biodiversity regulations are just the things they're keen to put on the bonfire, plus all the workers rights and prevention of pollution controls.';
'@Timewalkproject @PeterG4NES2019 As far as I can gather they're pretending that because we've seen a small fall in emissions and a small rise in renewable energy on their watch (no thanks to them) they can expect the graph to carry on like that with no further action. But all the low hanging fruit's been picked!';
Good #ClimateElection discussion on @sunpol_east  .impact on farming and crops in East if England .flooding and other events around world .good to see Climate deniers being called out .excellent contribution from @catherinerowett  Watch from 19mins in??  https://t.co/PssgyDGuLN https://t.co/bbPg6mQtxz;
"The @WoodlandTrust demands for General Election candidates:  ? More Trees - a massive uplift in tree cover ? Better protection - for ancient woods, inc from major projects like HS2 ? World-leading laws - to fight the climate &amp; nature emergency  https://t.co/mZwcASqUfd";
"To fight #ClimateChange we need to #KeepItInTheGround it's that simple!  ""Norwegians are starting to question their biggest export and source of wealth amid growing concerns over climate change.""  ""Even some oil executives had already given up on Lofoten,"" https://t.co/5HmIVDFmAn";
'@ozziedave100 Some parties in EU parliament seem to think that there are bits of life where we can make decisions without referencing climate damage as one of the considerations. We shall win only when they concede that it is automatically the single decisive consideration. When they're gone?';
Climate is a biodiversity issue. Climate is an agricultural issue. Climate is a race issue. Climate is an immigration issue. Climate is a healthcare issue. Climate is a disability issue. Climate is a human rights issue. Climate is an economic issue.  Climate is everything.;
'@gdeichen That idea comes from the original Green New Deal developed by Caroline Lucas and others as a solution to the 2008 financial crash as well as the climate crisis. It's ten years old Green policy. But we go further and explain that jobs aren't what make life worthwhile.';
Only the Green Party have pledged to tackle the climate crisis in a robust and deeply meaningful way. We can no longer afford not to. We need mass deployment of renewable energy sources and fundamental shifts in our transport plans. #VoteGreen2019 #ClimateEmergency #GE19 https://t.co/wGgXmsKui2;
'@catherinerowett Green votes are also predominantly Green votes  Genuine Green votes  People who support Green policies to the full, and know no other party will deliver on Climate and social change  @catherinerowett referring to tactical votes, I think   #ClimateElection  #VoteGreen2019';
Of course they'll promise billions! They promised that last time, and no doubt they will again. Question is, will they show equal ambition on tackling the climate crisis? What will they do to stop sea levels rising further? @EDP24 https://t.co/1zGo1XveWJ;
.@CarolineLucas believes we're headed to a hung Parliament!   So we need to elect as many Greens as possible to push for real climate action #ge2019  Sign up to our #ClimateElection campaign today and make your voice heard: https://t.co/UFQ0uD6kGv https://t.co/EfSL3s7v4U;
Flooding in #Venice   Yet another wake up call!  This is a story that will presumably become more frequent and affect other cities as sea levels continue to rise due to #ClimateChange ...  https://t.co/o9PgqzL85k;
The Greens will fund reducing emissions to net-zero by 2030 - 20 years sooner than the Government, and 15 years sooner than the Lib Dems.  We would invest 4 times as much as Labour for net-zero by 2030, fully costed in our manifesto, making it more likely to achieve.    2/;
"With so much uncertainty &amp; turmoil it's important to celebrate the wins.  I'm truly grateful &amp; honoured to have been awarded @OneYoungWorld 'Politician of The Year'.  It's the young activists of the Climate strikes &amp; the global south who keep me hopeful for our world. Thanks! Xxx https://t.co/7PMEDzPgNK";
BBC News - Climate change: Bigger hurricanes are now more damaging https://t.co/gkB9kMtRVM. Comment: The evidence is compelling, the climate and ecological emergency is happening and yet most of us are just carrying on, business as usual.;
Can everyone please vote Green on Dec 12th, so @CarolineLucas can be PM and then she’ll sort out climate change before we all die? Cheers https://t.co/8CqKDMLIpH;
This is interesting. We still need to be looking into other ways of reducing shipping's impact on the climate and animal and human health, but there's a valuable lesson in just slowing down the rush of our economy. https://t.co/Kx0EAW1BDs;
"I exposed @tfl scoping out climate change &amp;carbon emissions??  Carbon analysis should be mandatory on all infrastructure planning  Any scheme not enabling deep emission cuts is not viable or safe in #ClimateEmergency  eg: Wensum Link in #Broadland  #ClimateElection #VoteGreen2019 https://t.co/F42NMdcSpi https://t.co/Ozti3BoRrL";
"""The reason our #GreenNewDeal numbers are so high is because of inaction by successive governments.  We're playing catch-up on carbon emissions."" @sianberry tells @BBCWestminHour #GE2019 #ClimateElection";
"So far the Tories have decided that following were suitable MP candidates for election:  ? Rape apologists ? People who incite violence against people on benefits ? Climate deniers  ? Islamophobes ? Rape trial saboteurs &amp; their defenders   This Tory party’s values on display";
Parents For Future will be standing in solidarity with @NorwichYouth for the Global Climate Strike on 29th November 2019.  Let us know if you are joining us to keep up the fight against the #ClimateEmergency  ? Climate Action Now! @foenorwich @NrwchGreenpeace @NorwichSolar https://t.co/tT2sCLuT8h;
"""It is all very well for Boris to turn up with his mop but the bottom line is there is an emergency.  It’s a climate emergency. This is a #ClimateElection. If you have ever considered voting Green, this is the election to do it.”  @CarolineLucas on flooding on #Marr #GE2019";
June 2019 - hottest June on record July 2019 - hottest month on record August 2019 - second-hottest August on record September 2019 - hottest September on record October 2019 - hottest October on record  This is a climate crisis. A Green New Deal is the only sufficient response.;
"'@Freshstart246 They sound similar because the Green New Deal is a jointly devised project. But Labour can't invert the economics, to make work a means not an end because of trade union funding &amp; block votes. And leaving the EU scuppers our influence on climate policy for air, oceans, transport.'";
Yes this is the #ClimateElection!  In any case this MUST be the climate election if the necessary structural changes are to be made to our economy and society that will prevent an even greater #ClimateEmergency.  https://t.co/kqMlzKyOY2;
"Also  - 30%+ lower home heating bills - £bns in reduced traffic congestion - £15bn due to reduced air pollution (currently cost economy £50bn+ per yr) - fewer deaths &amp; injuries from road collisions - £10bns in lower housing costs - £6bn per year in student loan repayments";
'@dave660dave @Andrew9Boswell @LabKarenDavis @Transcendental1 @doctorpallavi @WNGreens @martinschmierer @NorwichXr @NorwichGreens @CarFreeNorwich @foenorwich @GreenRupertRead People's opinion about excessive flying has changed dramatically. Take a look at the #FlightFreeTravel movements. You're way behind the times and even the economists reckon that airport expansion makes no sense. It's not the job of planning cttee to do climate policy.';
Well that's #ClimateChange for you...  Simple fact is that if you want to ensure a nice future for our children and grandchildren then the best bet is to: #VoteGreen2019   https://t.co/AOyF8UQZ5H;
Delighted to join other @GreensEFA MEPs in welcoming @RideWithUs_X_CC - a group of cyclists who decided to ride from Venice to Brussels to raise awareness of #ClimateChange! https://t.co/9BLI33Jnpf;
It should be glaringly obvious that the FPTP system is rigged in favour of the big parties. We have to change that. We need more Green MPs in Westminster, to shake up politics, campaign to remain, and get serious action on the climate emergency. https://t.co/BnUemE9ubI;
“This is ultimately an attempt to stop Brexit.   And we’re not ashamed to say that we want more MPs.   We know that climate change is the greatest issue and we need more Greens in Parliament to push forward action on that”  @MollyMEP make the Green case for #UniteToRemain #ge2019;
"""Greens don't fear the future. We are the future."" @TheGreenParty has launched its election campaign with a promise to invest £100 billion per year in climate action #GE2019 @sianberry @Amelia_Womack @carla_denyer  https://t.co/hkGxvCc3Ue";
As @ICAO, the UN regulator responsible for airlines'?? climate emissions, continues to sit on its hands, EU finance ministers are moving to end the fuel tax exemptions enjoyed by #aviation @TimmermansEU @PaoloGentiloni  https://t.co/g7jxYnTCEG;
It's odd that Italy's Cinque Stelle politicians think that what's required is compulsory climate change education for the children. In Britain the children know lots about it. What's needed is compulsory climate emergency education for the grown ups, especially the economists.;
How long can @BBCNews run stories about climate chaos being an issue in this election and still ignore @TheGreenParty?;
World Scientists’ Warning of a Climate Emergency \| BioScience \| Oxford Academic https://t.co/oaN0t65neF;
?? Day 310 — Tyred and Emotional V “Climate change has arrived and is accelerating faster than many scientists expected,” according to a letter published in #BioScience today... https://t.co/nUaiLe93x4;
I stand in solidarity with @ManonAubryFr. Civil disobedience is legitimate at a time like this. Let's not forget that the suffragettes and civil rights activists achieved what they did precisely by not piping down and not doing as they were told. #ExtinctionRebellion;
"'@Geates @TheGreenParty So we protested &amp; lost. Now we're protesting again. Every time the ?? and biodiversity lose to faulty economics and technophiles. We now know better than then what damage we do to our wildlife &amp; our carbon imbalance. Solutions are simpler, slower, cutting causes of hypermobility.'";
"US notifies UN of intention to withdraw from Paris Climate Accords ??  The US says tackling #ClimateChange puts an ""unfair economic burden"" on Americans.  But doing nothing puts an unfair burden on future generations who will suffer greatly as a result!  https://t.co/cp4gz0jM9z";
It'll be a better happier world one where you can ride a bike for fun, one where children play in the road and you don't have to spend your whole life trying to stop evil people from chopping down the trees in the green spaces we love.;
"There isn't an arguement for airport expansion in ""some areas"".  This is a climate emergency and we must end airport expansion across the country today.  Sign and share my petition to protect our climate.  https://t.co/KhFraDGspJ";
Govt under fire for approval of new coalmine in Cumbria  “we felt that need for coking coal, number of jobs on offer . . . outweighed concerns about climate change.”  Says Lib Dem councillor  For action on the #ClimateEmergency only Greens can be trusted!  https://t.co/QiUmA2ZYSh;
'@irhill @ChrisMousse3 It's also used to judge the public's view on climate and on brexit. So if you are definitely in a seat that can't be rocked (but watch out for Brexit party rocking things) then vote Green if you mean Green. It might also save a deposit, which boosts party funds.';
Labour's GND forgets about emissions from concrete and chemicals, seeks to pay via pie-in-the -sky 40% growth in 10 years. And seriously underestimates the cost of measures needed. https://t.co/fSlBJqiZPJ;
"Labour will also build new motorways, expand aviation &amp; Sadiq Khan in London still wants to build the Silvertown Tunnel. Disastrous for our environment.  It's good to hear Labour at least talking about the Climate Crisis now but if you want a Green New Deal? Vote Green. https://t.co/K9qEb7jdWb";
? Open-minded & balanced personality, willing to contribute to a small but dynamic team Minimum 3 years of relevant experience in European energy and energy-related climate policies, having sound knowledge of the EU regulatory processes – involvement in the Clean Energy Package and/or in the developing gas...;
Exciting news: Cracker of the Future Consortium is launched and exploring #electrical cracking to reduce greenhouse gas #emissions. This initiative is all about knowledge sharing between companies and #ClimateChange mitigation. ??????https://t.co/iZwwAM7zeD https://t.co/TNEguCiwpL;
Hallvard Granheim from @Statkraft and @MMens from @Cefic discuss conditions for successful transition of heavy industries to climate neutrality… key takeaways are the importance of collaboration between govts. and companies, and necessity of good infrastructure #RESource2019 https://t.co/j7nZDbmjNV;
At the @Europarl_EN @Cefic President Daniele Ferrari invites MEPs to learn about solutions created by the chemical industry for grand challenges like #ClimateChange, #sustainability, and #CircularEconomy, at the opening of our exhibition #Chemistry4EU.  #ChemistryCan https://t.co/W0B2WOSFtn;
At the @Europarl_EN @Cefic President Daniele Ferrari invites MEPs to learn about solutions created by the chemical industry for grand challenges like #ClimateChange, #sustainability, and #CircularEconomy, at the opening of our exhibition #Chemistry4EU.  #ChemistryCan https://t.co/SehtXcURpv;
Access to affordable ‘climate-friendly’ #hydrogen will be crucial for the #chemical sector to transform towards #climateneutrality.  We have launched our vision for #EUHydrogenStrategy. Find out more: https://t.co/O5OwUBoT5d https://t.co/H43v42thPG;
"??Solvents volatile organic (VOC) compounds inventories 2016 &amp; 2017 confirm that solvents VOC emissions have stabilized in ???? since 2008/ Overall VOC emissions declined by 60% from 1990 to 2008/ contributing to #BeatAirPollution &amp; #CleanAirEU ?????? ??https://t.co/GHBVsUTGBv https://t.co/IG0iTntctr";
